stop_id,stop_name,stop_desc,stop_lat,stop_lon,location_type,platform_code,parent_station,level_id
7168,1 Decembrie,"Str. Victoriei, Ilfov",44.284054,26.053679,,,,
7685,1 Decembrie,"Str. Victoriei, Ilfov",44.284283,26.053696,,,,
PV1_5393,1 Decembrie,,44.549335,26.132105,,,,
PV1_5394,1 Decembrie,,44.54937,26.131472,,,,
PV2_5395,1 Decembrie,,44.471283,25.968885,,,,
PV2_5396,1 Decembrie,,44.47142,25.969751,,,,
14739,1 Decembrie 1918,,44.41059,26.17298,1,,,
8667,1 Decembrie 1918,"DJ 601A, Ilfov",44.463207,25.939009,,,,
8670,1 Decembrie 1918,"DJ 601A, Ilfov",44.46327,25.93847,,,,
PV1_5142,1 Decembrie 1918,,44.39995,26.317715,,,,
PV1_5143,1 Decembrie 1918,,44.399765,26.317905,,,,
PV1_5153,1 Decembrie 1918,,44.30312,26.013725,,,,
PV1_5154,1 Decembrie 1918,,44.30286,26.012758,,,,
14739R,1 Decembrie 1918,,44.41059,26.17298,,2,14739,0
14739T,1 Decembrie 1918,,44.41059,26.17298,,1,14739,0
PV2_5144,1 Iunie,,44.533222,25.991196,,,,
PV2_5145,1 Iunie,,44.532898,25.992022,,,,
14745,1 Mai,,44.47112,26.0504,1,,,
3653,1 Mai,"Bd. 1 Mai, Bucuresti",44.41778,26.035534,,,,
3654,1 Mai,"Bd. 1 Mai, Bucuresti",44.419407,26.047092,,,,
14745R,1 Mai,,44.47112,26.0504,,2,14745,0
14745T,1 Mai,,44.47112,26.0504,,1,14745,0
8682,1 Martie,"DJ 602, Ilfov",44.422333,25.878494,,,,
8685,1 Martie,"DJ 602, Ilfov",44.42316,25.878473,,,,
3305,11 Iunie,"Bd. Regina Maria, Bucuresti",44.42385,26.09503,,,,
3307,11 Iunie,"Bd. Regina Maria, Bucuresti",44.424282,26.095793,,,,
7261,11 Iunie,"Bd. Regina Maria, Bucuresti",44.424507,26.09613,,,,
7393,11 Iunie,"Bd. Regina Maria, Bucuresti",44.423504,26.094433,,,,
PV1_5152,11 Iunie,,44.314312,26.018314,,,,
PV1_5155,11 Iunie,,44.31456,26.018599,,,,
PV1_117,23.aug,,44.551155,26.07217,,,,
6021,A.C.R.,"Str. Atomistilor, Ilfov",44.349373,26.029627,,,,
6107,A.C.R.,"DJ 401A, Ilfov",44.34825,26.028276,,,,
6490,A.C.R.,"DC 19, Ilfov",44.347897,26.029016,,,,
6810,A.N.E.F.S.,"Splaiul Independentei, Bucuresti",44.43894,26.06956,,,,
6304,A.S.E.,"Calea Dorobanti, Bucuresti",44.4476,26.099356,,,,
7183,A.S.E.,"Calea Dorobanti, Bucuresti",44.44729,26.099491,,,,
6702,ADP Sector 1,"Sos. Odai, Bucuresti",44.5214,26.02849,,,,
6706,ADP Sector 1,"Sos. Odai, Bucuresti",44.521397,26.0287,,,,
10768,Abator,"DJ 101B, Ilfov",44.71976,26.270397,,,,
10777,Abator,"DJ 101B, Ilfov",44.719467,26.270649,,,,
PV1_575,Academia De Politie,,44.51696,26.084158,,,,
PV1_593,Academia De Politie,,44.516716,26.084085,,,,
7147,Academia de Politie,"Strapungerea Jandarmeriei, Bucuresti",44.516712,26.084099,,,,
99090,Academia militară,,44.42988,26.062666,1,,,
9909R,Academia militară,,44.42988,26.062666,,1,99090,0
9909T,Academia militară,,44.42988,26.062666,,2,99090,0
99091,Academia militară A,,44.42988,26.062666,2,,99090,1
99092,Academia militară B,,44.429825,26.063063,2,,99090,1
99093,Academia militară C,,44.42923,26.06276,2,,99090,1
99094,Academia militară D,,44.42892,26.062138,2,,99090,1
8992,Academiei,"DJ101, Ilfov",44.63203,26.1788,,,,
9003,Academiei,"DJ101, Ilfov",44.631996,26.178513,,,,
6474,Actiunii,"Str. Actiunii, Bucuresti",44.370068,26.103094,,,,
12320,Acvila,Str. Apeductului,44.447475,25.9954,,,,
3100,Adesgo,"Calea Serban Voda, Bucuresti",44.41129,26.10034,,,,
3649,Adesgo,"Calea Serban Voda, Bucuresti",44.4114,26.100405,,,,
7277,Adesgo,"Calea Serban Voda, Bucuresti",44.41114,26.09987,,,,
7385,Adesgo,"Calea Serban Voda, Bucuresti",44.411495,26.10074,,,,
PV2_813,Adora Urban Village,,44.375683,26.00938,,,,
PV2_825,Adora Urban Village,,44.375664,26.009407,,,,
8496,Aerodrom,"DC 125, Ilfov",44.36587,25.913198,,,,
8497,Aerodrom,"DC 125, Ilfov",44.366005,25.91358,,,,
12217,Aeroport Baneasa,"Str. Gratioasa, Bucuresti",44.495155,26.080809,,,,
12288,Aeroport Baneasa,DN1,44.497303,26.07957,,,,
7022,Aeroport Baneasa,"Sos. Bucuresti-Ploiesti, Bucuresti",44.496006,26.078865,,,,
PV1_128,Aeroport Baneasa,,44.49587,26.078863,,,,
PV1_5430,Aeroport Baneasa,,44.49728,26.079613,,,,
6044,Aeroport Henri Coanda Plecari,"Aeroport Otopeni, Ilfov",44.571396,26.076683,,,,
6626,Aeroport Henri Coanda Plecari,"Aeroport Otopeni, Ilfov",44.571392,26.076683,,,,
6046,Aeroport Henri Coanda Sosiri,"Aeroport Otopeni, Ilfov",44.569016,26.077337,,,,
6504,Aeroport Henri Coanda Sosiri,"Aeroport Otopeni, Ilfov",44.569424,26.07731,,,,
6836,Aeroportul Baneasa,"Bd. Ion Ionescu de la Brad, Bucuresti",44.4953,26.077682,,,,
6845,Aeroportul Baneasa,"Bd. Ion Ionescu de la Brad, Bucuresti",44.49551,26.077524,,,,
8424,Aeroportului,"Sos. Bucuresti-Alexandria(DN6), Ilfov",44.351147,25.954874,,,,
8427,Aeroportului,"Sos. Bucuresti-Alexandria(DN6), Ilfov",44.35134,25.955473,,,,
PV1_531,After School,,44.589195,26.135563,,,,
PV1_570,After School,,44.589607,26.135576,,,,
12012,Agregatelor,"Str. Gherghitei, Bucuresti",44.476875,26.139317,,,,
12013,Agregatelor,"Str. Gherghitei, Bucuresti",44.47607,26.139872,,,,
PV9_710,Agricultori,,44.547157,25.957188,,,,
PV9_721,Agricultori,,44.546474,25.95745,,,,
3710,Agricultorilor,"Str. Matei Voievod, Bucuresti",44.437267,26.131834,,,,
3839,Agricultorilor,"Str. Matei Voievod, Bucuresti",44.43738,26.132893,,,,
8993,Agromec,"DJ101, Ilfov",44.635742,26.19163,,,,
9002,Agromec,"DJ101, Ilfov",44.63582,26.191687,,,,
3256,Agronomie,"Bd. Marasti, Bucuresti",44.471504,26.072477,,,,
3266,Agronomie,"Bd. Marasti, Bucuresti",44.4716,26.072392,,,,
PV1_803,Agropol,,44.35413,26.210201,,,,
6925,Albotesti,"Sos. Alexandriei, Bucuresti",44.39302,26.027925,,,,
7504,Albotesti,"Sos. Alexandriei, Bucuresti",44.393272,26.02913,,,,
PV9_682,Aleea Cu Brazi,,44.563004,25.933104,,,,
PV9_698,Aleea Cu Brazi,,44.563057,25.932848,,,,
PV1_3268,Aleea Danubiana,,44.364452,26.193895,,,,
12206,Aleea Lacului,"Sos. Fundeni, Bucuresti",44.45393,26.163568,,,,
12207,Aleea Lacului,"Sos. Fundeni, Bucuresti",44.45482,26.163872,,,,
PV1_5301,Aleea Lacului,,44.45393,26.163568,,,,
PV1_5302,Aleea Lacului,,44.45482,26.163872,,,,
6757,Aleea Privighetorilor,"Sos. Bucuresti-Ploiesti, Bucuresti",44.517307,26.07873,,,,
7021,Aleea Privighetorilor,"Sos. Bucuresti-Ploiesti, Bucuresti",44.518974,26.077593,,,,
PV1_125,Aleea Privighetorilor,,44.517307,26.078722,,,,
PV1_9,Aleea Privighetorilor,,44.51897,26.077568,,,,
3724,Aleea Raul Targului,"Str. Emil Racovita, Bucuresti",44.38047,26.126396,,,,
3787,Aleea Raul Targului,"Str. Emil Racovita, Bucuresti",44.379993,26.126986,,,,
3789,Aleea Vlasiei,"Drumul Taberei, Bucuresti",44.41611,26.024773,,,,
PV1_5341,Alexander Residence,,44.51542,26.150892,,,,
PV1_5347,Alexander Residence,,44.515907,26.148981,,,,
6667,Alexandru Ioan Cuza,"Bd. 1 Decembrie 1918(Chiajna), Ilfov",44.448715,26.013426,,,,
3269,Alexandru Sihleanu,"Calea Calarasilor, Bucuresti",44.432976,26.113699,,,,
6755,Alexandru Sihleanu,"Calea Calarasilor, Bucuresti",44.43291,26.113607,,,,
3113,Alexandru cel Bun,"Str. Maica Domnului, Bucuresti",44.45913,26.119904,,,,
3374,Alexandru cel Bun,"Str. Maica Domnului, Bucuresti",44.459026,26.119984,,,,
3721,Aliorului,"Str. Emil Racovita, Bucuresti",44.382294,26.124624,,,,
3757,Aliorului,"Bd. Alex. Obregia, Bucuresti",44.378674,26.118362,,,,
3796,Aliorului,"Bd. Alex. Obregia, Bucuresti",44.379204,26.118185,,,,
3853,Aliorului,"Str. Emil Racovita, Bucuresti",44.382694,26.124422,,,,
7099,Alunisului,"Str. Ciutaci, Ilfov",44.40705,25.923817,,,,
7198,Alunisului,"Str. Ciutaci, Ilfov",44.407204,25.922367,,,,
3820,Amazoanei,"Str. Dristorului, Bucuresti",44.425877,26.136078,,,,
PV1_5774,Ambasada S.u.a.,,44.51413,26.083551,,,,
PV1_5775,Ambasada S.u.a.,,44.5144,26.083698,,,,
12351,Ambasada SUA,"Bd. Alexandru Nasta, Bucuresti",44.514122,26.083572,,,,
12352,Ambasada SUA,"Bd. Alexandru Nasta, Bucuresti",44.514404,26.083681,,,,
6756,Amco,"Calea Bucurestilor, Ilfov",44.541164,26.06856,,,,
7020,Amco,"Calea Bucurestilor, Ilfov",44.541027,26.068775,,,,
PV1_123,Amco,,44.541187,26.068514,,,,
6765,Amurgului,"Sos. Salaj, Bucuresti",44.401005,26.071507,,,,
6773,Amurgului,"Sos. Salaj, Bucuresti",44.400383,26.070944,,,,
PV1_308,Ancu Miron,,44.576496,26.304226,,,,
PV1_329,Ancu Miron,,44.576214,26.30372,,,,
7034,Ancuta Baneasa,"Calea Floreasca, Bucuresti",44.47031,26.104439,,,,
7037,Ancuta Baneasa,"Calea Floreasca, Bucuresti",44.469765,26.104021,,,,
PV1_653,Ancuta Baneasa,,44.469765,26.104021,,,,
10917,Andronache,"DC 21A, Ilfov",44.698,26.335337,,,,
10918,Andronache,"DC 21A, Ilfov",44.698067,26.335266,,,,
6791,Anghel Alexandru,"Sos. Giurgiului, Bucuresti",44.3783,26.091488,,,,
PV1_882,Anghel Alexandru,,44.3783,26.091488,,,,
6923,Anghel Moldoveanu,"Str. Anghel Moldoveanu, Bucuresti",44.373093,26.09142,,,,
3367,Anghel Nutu,"Sos. Giurgiului, Bucuresti",44.375908,26.090979,,,,
3368,Anghel Nutu,"Sos. Giurgiului, Bucuresti",44.37621,26.091013,,,,
14741,Anghel Saligny,,44.40563,26.20844,1,,,
8696,Anghel Saligny,"Bd. Th.Pallady, Ilfov",44.40512,26.208447,,,,
8711,Anghel Saligny,"Bd. Th.Pallady, Ilfov",44.40572,26.21016,,,,
PV1_2085,Anghel Saligny,,44.405666,26.209694,,,,
PV1_2777,Anghel Saligny,,44.40518,26.207947,,,,
14741R,Anghel Saligny,,44.40563,26.20844,,,14741,0
14741T,Anghel Saligny,,44.40563,26.20844,,,14741,0
PV1_396,Ansamblul Avangarde Forest Iii,,44.497154,26.16182,,,,
PV1_416,Ansamblul Avangarde Forest Iii,,44.496662,26.161465,,,,
7188,Ansamblul Olteni,"Sos. T. Vladimirescu-Domnesti, Ilfov",44.403698,25.963057,,,,
7123,Ansamblul Primavara,"Prel. Ghencea, Bucuresti",44.41069,26.00667,,,,
7133,Ansamblul Primavara,"Prel. Ghencea, Bucuresti",44.410755,26.00763,,,,
9392,Ansamblul Rezidential Vilaggio S,"DJ101, Ilfov",44.624016,26.140736,,,,
9393,Ansamblul Rezidential Vilaggio S,"DJ101, Ilfov",44.624092,26.140474,,,,
3530,Antiaeriana,"Sos. Alexandriei, Bucuresti",44.400448,26.050417,,,,
3581,Antiaeriana,"Sos. Alexandriei, Bucuresti",44.40037,26.050125,,,,
7158,Antiaeriana,"Sos. Alexandriei, Bucuresti",44.40064,26.05108,,,,
7160,Antiaeriana,"Sos. Alexandriei, Bucuresti",44.400665,26.050632,,,,
8487,Antim Ivireanul,"Str. Antim Irvireanu, Ilfov",44.73891,26.177668,,,,
8488,Antim Ivireanul,"Str. Antim Irvireanu, Ilfov",44.738808,26.177626,,,,
12265,Apeductului 64,"Str. Apeductului, Ilfov",44.450527,25.979286,,,,
12076,Apicola,"Bd. Aerogarii, Bucuresti",44.49236,26.088057,,,,
12077,Apicola,"Bd. Aerogarii, Bucuresti",44.492542,26.087753,,,,
3849,Apusului,"Bd. Iuliu Maniu, Bucuresti",44.433826,26.012459,,,,
3856,Apusului,"Bd. Iuliu Maniu, Bucuresti",44.43404,26.01234,,,,
6386,Apusului,"Bd. Uverturii, Bucuresti",44.44415,26.019234,,,,
7138,Apusului,"Str. Apusului, Bucuresti",44.443153,26.019226,,,,
14731,Apărătorii Patriei,,44.37925,26.13563,1,,,
14731R,Apărătorii Patriei,,44.37925,26.13563,,2,14731,0
14731T,Apărătorii Patriei,,44.37925,26.13563,,1,14731,0
7293,Aragonitului,"Str. Apusului, Bucuresti",44.440998,26.017204,,,,
7610,Aragonitului,"Str. Apusului, Bucuresti",44.441433,26.017836,,,,
8486,Arcadei,"DJ 101, Ilfov",44.596146,26.050314,,,,
8489,Arcadei,"DJ 101, Ilfov",44.59616,26.05071,,,,
11023,Arcadiei,"Drumul Jilavei, Bucuresti",44.373642,26.130486,,,,
12244,Arcul de Triumf,"Sos. Pavel D. Kiseleff, Bucuresti",44.466206,26.07856,,,,
7028,Arcul de Triumf,"Sos.Kiseleff, Bucuresti",44.46759,26.078417,,,,
7259,Arcul de Triumf,"Str. Alex. Constantinescu, Bucuresti",44.467617,26.0767,,,,
7340,Arcul de Triumf,"Bd. Maresal Ctin.Prezan, Bucuresti",44.46695,26.07948,,,,
PV1_400,Ardealului,,44.48407,26.169024,,,,
PV1_413,Ardealului,,44.48456,26.16829,,,,
6704,Arefului,"Str. Arefului, Bucuresti",44.405495,26.022066,,,,
3506,Arena Nationala,"Bd. Basarabia, Bucuresti",44.433342,26.15298,,,,
3507,Arena Nationala,"Bd. Basarabia, Bucuresti",44.433342,26.152573,,,,
3767,Arena Nationala,"Bd. Pierre de Coubertin, Bucuresti",44.43971,26.150944,,,,
3768,Arena Nationala,"Bd. Pierre de Coubertin, Bucuresti",44.439667,26.150433,,,,
7146,Arena Nationala,"Bd. Basarabia, Bucuresti",44.43329,26.153467,,,,
7165,Arena Nationala,"Bd. Basarabia, Bucuresti",44.43341,26.152655,,,,
PV1_3117,Arges,,44.304325,26.011444,,,,
PV1_3127,Arges,,44.305595,26.012873,,,,
12245,Arhitect Ion Mincu,"Sos. Pavel D. Kiseleff, Bucuresti",44.458466,26.08243,,,,
12247,Arhitect Ion Mincu,"Bd. Aviatorilor, Bucuresti",44.46041,26.08623,,,,
PV1_398,Aries,,44.49557,26.167667,,,,
PV1_414,Aries,,44.496223,26.167772,,,,
PV2_824,Ariesului,,44.377804,26.005762,,,,
3827,Armeneasca,"Bd. Carol I, Bucuresti",44.43679,26.109535,,,,
3866,Armeneasca,"Bd. Carol I, Bucuresti",44.43707,26.11058,,,,
3264,Armistitiului,"Calea Ferentari, Bucuresti",44.40327,26.081547,,,,
3549,Armistitiului,"Calea Ferentari, Bucuresti",44.403046,26.081757,,,,
7046,Armistitiului,"Str. Salviei, Bucuresti",44.4003,26.07767,,,,
7350,Armistitiului,"Str. Salviei, Bucuresti",44.40033,26.07725,,,,
12354,Arthur Verona,"Bd. Gral Gheorghe Magheru, Bucuresti",44.442543,26.099022,,,,
7151,Artistilor,"Sos. Giurgiului, Ilfov",44.295727,26.061367,,,,
7167,Artistilor,"Sos. Giurgiului, Ilfov",44.2952,26.06111,,,,
PV1_2843,Artistilor,,44.295036,26.061085,,,,
PV1_2869,Artistilor,,44.295727,26.061348,,,,
PV1_3114,Asan,,44.310463,26.016521,,,,
PV1_3130,Asan,,44.310715,26.016354,,,,
PV1_100,Asociatia Columbofila,,44.545696,26.152716,,,,
PV1_30,Asociatia Columbofila,,44.545567,26.153517,,,,
PV1_202,Asociatia Don Orione,,44.495075,26.174608,,,,
PV1_268,Asociatia Don Orione,,44.494667,26.174139,,,,
8380,Astoria,"DJ 101 B, Ilfov",44.71403,26.192932,,,,
8582,Astoria,"DJ 101 B, Ilfov",44.714233,26.19354,,,,
PV2_743,Astronomului,,44.52171,25.996367,,,,
PV2_761,Astronomului,,44.522297,25.997133,,,,
6111,Atlasului,"Campinita, Bucuresti",44.506413,26.059803,,,,
6182,Atlasului,"Str. Oaspetilor, Bucuresti",44.506584,26.058546,,,,
6011,Atomistilor 45,"Str. Atomistilor, Ilfov",44.354797,26.033936,,,,
PV1_3100,Atomistilor 45,,44.354797,26.033936,,,,
7279,Atomistilor 94,"Str. Atomistilor, Ilfov",44.35389,26.03329,,,,
7401,Atomistilor 94,"Str. Reactorului, Ilfov",44.354107,26.034508,,,,
PV1_3081,Atomistilor 94,,44.353924,26.033342,,,,
3713,Aura Buzescu,"Str. Vatra Luminoasa, Bucuresti",44.43994,26.14586,,,,
3841,Aura Buzescu,"Str. Vatra Luminoasa, Bucuresti",44.440056,26.145824,,,,
10901,Aurel Persu,"Drumul Binelui, Bucuresti",44.367245,26.120028,,,,
10908,Aurel Persu,"Str. Aurel Persu, Bucuresti",44.367336,26.119389,,,,
14721,Aurel Vlaicu,,44.47921,26.10021,1,,,
6408,Aurel Vlaicu,"Calea Floreasca, Bucuresti",44.47922,26.101732,,,,
7258,Aurel Vlaicu,"Calea Floreasca, Bucuresti",44.47893,26.101757,,,,
7367,Aurel Vlaicu,"Sos. Pipera, Bucuresti",44.47952,26.100586,,,,
7421,Aurel Vlaicu,"Sos. Pipera, Bucuresti",44.479588,26.099512,,,,
PV1_1516,Aurel Vlaicu,,44.478935,26.101746,,,,
PV1_614,Aurel Vlaicu,,44.479214,26.10169,,,,
14721R,Aurel Vlaicu,,44.47921,26.10021,,2,14721,0
14721T,Aurel Vlaicu,,44.47921,26.10021,,1,14721,0
8420,Autoconf Textile,"DJ 101, Ilfov",44.613243,26.079168,,,,
8450,Autoconf Textile,"DJ 101, Ilfov",44.61284,26.078348,,,,
3495,Autogara Filaret,"Str. Dr.Istrati, Bucuresti",44.4146,26.091358,,,,
3510,Autogara Filaret,"Str. Dr.Istrati, Bucuresti",44.41477,26.091732,,,,
6716,Autogara Filaret,"Str. Dr.Istrati, Bucuresti",44.415264,26.092682,,,,
6719,Autogara Filaret,"Str. Dr.Istrati, Bucuresti",44.414555,26.09115,,,,
3727,Autogara Militari,"Bd. Iuliu Maniu, Bucuresti",44.43372,26.007061,,,,
PV1_288,Autoutilaj,,44.483265,26.17393,,,,
PV1_349,Autoutilaj,,44.48338,26.17376,,,,
PV1_147,Aventura Parc,,44.431118,26.272211,,,,
PV1_174,Aventura Parc,,44.43077,26.272524,,,,
3131,Aviator Popisteanu,"Bd. Ion Mihalache, Bucuresti",44.46869,26.059292,,,,
3133,Aviator Popisteanu,"Bd. Ion Mihalache, Bucuresti",44.468845,26.058819,,,,
6597,Aviator Popisteanu,"Bd. Ion Mihalache, Bucuresti",44.468327,26.059938,,,,
6846,Aviator Popisteanu,"Bd. Ion Mihalache, Bucuresti",44.46929,26.057974,,,,
6987,Aviator Popisteanu,"Str. Av.Popisteanu, Bucuresti",44.469177,26.059296,,,,
14722,Aviatorilor,,44.46711,26.08639,1,,,
14722R,Aviatorilor,,44.46711,26.08639,,2,14722,0
14722T,Aviatorilor,,44.46711,26.08639,,1,14722,0
PV1_3481,Avicola,,44.46287,26.211472,,,,
PV1_105,Avram Iancu,,44.549538,26.135397,,,,
PV1_200,Avram Iancu,,44.49004,26.16995,,,,
PV1_25,Avram Iancu,,44.5495,26.135971,,,,
PV1_270,Avram Iancu,,44.488876,26.168768,,,,
3722,Avrig,"Bd. Ferdinand, Bucuresti",44.44541,26.133007,,,,
3134,Baba Novac,"Sos. Mihai Bravu, Bucuresti",44.42508,26.13751,,,,
3399,Baba Novac,"Sos. Mihai Bravu, Bucuresti",44.424908,26.137447,,,,
6373,Baba Novac,"Sos. Mihai Bravu, Bucuresti",44.42553,26.13735,,,,
6710,Baba Novac,"Str. Baba Novac, Bucuresti",44.424232,26.13839,,,,
7194,Baboi,"Sos. T. Vladimirescu-Domnesti, Ilfov",44.398415,25.918903,,,,
6767,Bacau,"Str. Bacau, Bucuresti",44.39271,26.069906,,,,
6786,Bacau,"Sos. Salaj, Bucuresti",44.393085,26.065912,,,,
3625,Baciului,"Str. Zetarilor, Bucuresti",44.38404,26.08109,,,,
3626,Baciului,"Str. Zetarilor, Bucuresti",44.383835,26.08142,,,,
6031,Baciului,"Str. Zetarilor, Bucuresti",44.38365,26.081545,,,,
6035,Baciului,"Str. Zetarilor, Bucuresti",44.384384,26.080816,,,,
3301,Baia de Arama,"Bd. Basarabia, Bucuresti",44.436028,26.16418,,,,
3313,Baia de Arama,"Bd. Basarabia, Bucuresti",44.435932,26.164082,,,,
7414,Baia de Arama,"Bd. Basarabia, Bucuresti",44.435993,26.163843,,,,
7473,Baia de Arama,"Bd. Basarabia, Bucuresti",44.436043,26.164585,,,,
3365,Baicului,"Sos. Pantelimon, Bucuresti",44.444283,26.143251,,,,
3844,Baicului,"Bd. Garii Obor, Bucuresti",44.447365,26.142809,,,,
3884,Baicului,"Bd. Garii Obor, Bucuresti",44.4474,26.143082,,,,
7618,Baicului,"Sos. Pantelimon, Bucuresti",44.444115,26.143826,,,,
7651,Baicului,"Sos. Pantelimon, Bucuresti",44.444435,26.142502,,,,
3758,Balotului,"Str. Sportului, Bucuresti",44.46885,26.153284,,,,
3807,Balotului,"Str. Sportului, Bucuresti",44.468327,26.153965,,,,
PV1_5130,Balta Neagra,,44.69804,26.30695,,,,
PV1_5131,Balta Neagra,,44.69803,26.30651,,,,
PV1_536,Balta Pasarea,,44.553123,26.143291,,,,
PV1_565,Balta Pasarea,,44.552944,26.143387,,,,
3173,Barajul Dunarii,"Str. Liviu Rebreanu, Bucuresti",44.424934,26.170399,,,,
3458,Barajul Dunarii,"Str. Liviu Rebreanu, Bucuresti",44.424835,26.170818,,,,
5973,Barajul Dunarii,"Str. Liviu Rebreanu, Bucuresti",44.424583,26.171888,,,,
5978,Barajul Dunarii,"Str. Liviu Rebreanu, Bucuresti",44.42518,26.16934,,,,
3275,Barajul Iezeru,"Bd. 1 Decembrie 1918, Bucuresti",44.432533,26.172651,,,,
3282,Barajul Iezeru,"Bd. 1 Decembrie 1918, Bucuresti",44.43288,26.172476,,,,
7444,Barajul Iezerul,"Bd. 1 Decembrie 1918, Bucuresti",44.432175,26.172844,,,,
7448,Barajul Iezerul,"Bd. 1 Decembrie 1918, Bucuresti",44.432888,26.172426,,,,
3279,Barajul Rovinari,"Bd. 1 Decembrie 1918, Bucuresti",44.430202,26.173483,,,,
3283,Barajul Rovinari,"Bd. 1 Decembrie 1918, Bucuresti",44.430347,26.173367,,,,
9376,Barajul Rovinari,"Bd. 1 Decembrie 1918, Bucuresti",44.430477,26.17327,,,,
10998,Barajului,"Str. Gheorghita Stanciu, Ilfov",44.333675,25.947191,,,,
10999,Barajului,"Str. Gheorghita Stanciu, Ilfov",44.33375,25.946535,,,,
8683,Barbu Lautaru,"DJ 602, Ilfov",44.42048,25.877277,,,,
8684,Barbu Lautaru,"DJ 602, Ilfov",44.420483,25.877544,,,,
10988,Barbu Vacarescu,"Sos. Fabrica de Glucoza, Bucuresti",44.475643,26.106323,,,,
10989,Barbu Vacarescu,"Sos. Fabrica de Glucoza, Bucuresti",44.475563,26.108145,,,,
12097,Barbu Vacarescu,"Str. Barbu Vacarescu, Bucuresti",44.45349,26.104958,,,,
6235,Barbu Vacarescu,"Sos. Pipera, Bucuresti",44.480724,26.104233,,,,
6243,Barbu Vacarescu,"Sos. Pipera, Bucuresti",44.48097,26.104187,,,,
6917,Barbu Vacarescu,"Str. Barbu Vacarescu, Bucuresti",44.464256,26.108044,,,,
PV1_1145,Barbu Vacarescu,,44.480976,26.104149,,,,
PV1_383,Barbu Vacarescu,,44.480724,26.104233,,,,
PV1_615,Barbu Vacarescu,,44.475662,26.106237,,,,
PV1_665,Barbu Vacarescu,,44.47561,26.10809,,,,
PV1_198,Bariera Cfr,,44.482544,26.163097,,,,
PV1_222,Bariera Cfr,,44.637436,26.223164,,,,
PV1_248,Bariera Cfr,,44.636963,26.222973,,,,
PV1_272,Bariera Cfr,,44.48207,26.162579,,,,
14704,Basarab,,44.44998,26.06809,1,,,
14704R,Basarab 1 (M1),,44.44998,26.06809,,2,14704,0
14704T,Basarab 1 (M1),,44.44998,26.06809,,1,14704,0
14743R,Basarab 2 (M4),,44.45039,26.06885,,4,14704,0
14743T,Basarab 2 (M4),,44.45039,26.06885,,3,14704,0
6252,Bascov,"Drumul Cooperativei, Bucuresti",44.40867,26.025972,,,,
6253,Bascov,"Drumul Cooperativei, Bucuresti",44.40982,26.027184,,,,
PV1_370,Batal,,44.519867,26.275213,,,,
PV1_375,Batal,,44.520092,26.274609,,,,
3122,Batistei,"Str. Vasile Lascar, Bucuresti",44.440464,26.10867,,,,
3195,Batistei,"Str. Vasile Lascar, Bucuresti",44.439884,26.108757,,,,
6263,Batistei,"Str. Armand Calinescu, Bucuresti",44.43988,26.108767,,,,
PV1_206,Baza De Aprovizionare,,44.519325,26.19325,,,,
PV1_264,Baza De Aprovizionare,,44.519318,26.193151,,,,
8525,Baza Sportiva,"Str. Antim Irvireanu, Ilfov",44.737335,26.16984,,,,
8537,Baza Sportiva,"Str. Antim Irvireanu, Ilfov",44.73732,26.16924,,,,
12222,Bd. 1 Decembrie 1918,"Str. Liviu Rebreanu, Bucuresti",44.4232,26.178432,,,,
3169,Bd. 1 Decembrie 1918,"Bd. Th.Pallady, Bucuresti",44.410683,26.17378,,,,
3218,Bd. 1 Decembrie 1918,"Bd. Th.Pallady, Bucuresti",44.410816,26.173105,,,,
3329,Bd. 1 Decembrie 1918,"Bd. Basarabia, Bucuresti",44.436253,26.173384,,,,
3360,Bd. 1 Decembrie 1918,"Bd. Basarabia, Bucuresti",44.436413,26.172436,,,,
3456,Bd. 1 Decembrie 1918,"Str. Liviu Rebreanu, Bucuresti",44.42381,26.176111,,,,
6604,Bd. 1 Decembrie 1918,"Bd. Basarabia, Bucuresti",44.436028,26.173857,,,,
6651,Bd. 1 Decembrie 1918,"Bd. Basarabia, Bucuresti",44.43653,26.172272,,,,
6678,Bd. 1 Decembrie 1918,"Bd. Th.Pallady, Bucuresti",44.411095,26.172075,,,,
6896,Bd. 1 Decembrie 1918,"Bd. Th.Pallady, Bucuresti",44.410553,26.173695,,,,
7554,Bd. 1 Decembrie 1918,"Bd. 1 Decembrie 1918, Bucuresti",44.41862,26.176031,,,,
7603,Bd. 1 Decembrie 1918,"Bd. 1 Decembrie 1918, Bucuresti",44.41799,26.176306,,,,
9374,Bd. 1 Decembrie 1918,"Bd. 1 Decembrie 1918, Bucuresti",44.434807,26.172215,,,,
PV1_629,Bd. 1 Decembrie 1918,,44.436043,26.173872,,,,
PV1_633,Bd. 1 Decembrie 1918,,44.43655,26.172281,,,,
12021,Bd. Abatorului,"Spl. Unirii, Bucuresti",44.41136,26.119305,,,,
5955,Bd. Abatorului,"Calea Vacaresti, Bucuresti",44.409756,26.116695,,,,
7338,Bd. Abatorului,"Calea Vacaresti, Bucuresti",44.410213,26.116112,,,,
3702,Bd. Alexandru Ioan Cuza,"Bd. Gh.Duca, Bucuresti",44.449657,26.078367,,,,
3664,Bd. Alexandru Obregia,"Bd. Alex. Obregia, Bucuresti",44.388,26.117487,,,,
